"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_yd","A. Trautman","TE","NO","TB","2022-12-06T01:15:00Z","24.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","A. Kamara","RB","NO","TB","2022-12-06T01:15:00Z","29.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","C. Olave","WR","NO","TB","2022-12-06T01:15:00Z","59.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_yd","J. Landry","WR","NO","TB","2022-12-06T01:15:00Z","40.5","over","-107","undefined","null","null","under","-126","undefined","null","null"
"recv_yd","C. Godwin","WR","TB","NO","2022-12-06T01:15:00Z","67.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","M. Evans","WR","TB","NO","2022-12-06T01:15:00Z","60.5","over","-114","undefined","null","null","under","-117","undefined","null","null"
