receiver_player_name,posteam,index_left,week,targets,complete_pass,yards_gained,air_yards,xYards,cp,implied_posteam_total,goal_to_go,qb_hit,middle,yards_after_catch,xyac_mean_yardage,team_attempts,team_air_yards,szn,last,identifier,full_name,offense_snaps,team,xYards_median,xYards/game,xYards_sum,yards_sum,yards/game,games,target_week,index_right,FB,RB,TE,WR,other,pYards
S.Diggs,BUF,0,10.0,16.0,12.0,128.0,135.0,130.78659151006423,10.827570229768753,26.75,0.0,1.0,1.0,43.0,53.47005922690734,41.0,360.0,2022.0,Diggs,S.Diggs_BUF_10,Stefon Diggs,69.0,BUF,95.54003294457917,95.15189577642366,570.911374658542,641.0,106.83333333333333,6.0,11,0,0,0,0,1,0,75.04794858470828
T.Hill,MIA,0,10.0,6.0,5.0,44.0,80.0,51.008120347020885,3.6122158765792842,26.0,1.0,0.0,1.0,11.0,17.63638806578091,33.0,243.0,2022.0,Hill,T.Hill_MIA_10,Tyreek Hill,49.0,MIA,104.31412362960546,100.60755264246141,603.6453158547685,671.0,111.83333333333333,6.0,11,0,0,0,0,1,0,75.04794858470828
D.Hopkins,ARI,0,10.0,14.0,10.0,98.0,96.0,96.2216920692108,9.800170838832855,17.25,1.0,1.0,2.0,30.0,54.003259611934475,35.0,223.0,2022.0,Hopkins,D.Hopkins_ARI_10,DeAndre Hopkins,64.0,ARI,102.26212798308656,89.0780840247867,356.3123360991468,396.0,99.0,4.0,11,0,0,0,0,1,0,75.04794858470828
D.Adams,LV,0,10.0,14.0,9.0,126.0,119.0,101.79411412687469,9.800111174583435,22.75,1.0,1.0,6.0,72.0,45.03892945472761,38.0,312.0,2022.0,Adams,D.Adams_LV_10,Davante Adams,65.0,LV,85.56302238281154,95.91188524378644,575.4713114627186,595.0,99.16666666666667,6.0,11,0,0,0,0,1,0,75.04794858470828
J.Jefferson,MIN,0,10.0,16.0,10.0,193.0,211.0,115.31526312099793,8.019490957260132,20.25,3.0,3.0,4.0,32.0,34.37781403181725,50.0,430.0,2022.0,Jefferson,J.Jefferson_MIN_10,Justin Jefferson,83.0,MIN,98.8569167175683,91.95061423270344,551.7036853962206,803.0,133.83333333333334,6.0,11,0,0,0,0,1,0,75.04794858470828
M.Evans,TB,0,10.0,6.0,5.0,54.0,60.0,48.8751984284286,3.975955814123155,23.75,0.0,0.0,1.0,4.0,22.15835314215655,29.0,261.0,2022.0,Evans,M.Evans_TB_10,Mike Evans,55.0,TB,77.17471471755,82.28417423592418,493.7050454155451,436.0,72.66666666666667,6.0,11,0,0,0,0,1,0,73.78926294632846
C.Kupp,LA,0,10.0,5.0,3.0,-1.0,19.0,34.48777369660185,3.854061186313629,20.75,0.0,1.0,1.0,5.0,27.42911893573182,37.0,244.0,2022.0,Kupp,C.Kupp_LA_10,Cooper Kupp,40.0,LA,70.59363982601437,72.33942287801347,434.0365372680808,532.0,88.66666666666667,6.0,11,0,0,0,0,1,0,68.76686141649624
C.Lamb,DAL,0,10.0,15.0,11.0,150.0,148.0,129.61844983241642,9.837085753679277,24.0,1.0,1.0,6.0,41.0,49.41538714805939,43.0,308.0,2022.0,Lamb,C.Lamb_DAL_10,CeeDee Lamb,75.0,DAL,67.14304382215815,75.05644110133328,450.3386466079997,515.0,85.83333333333333,6.0,11,0,0,0,0,1,0,68.76686141649624
C.Godwin,TB,0,10.0,8.0,6.0,71.0,64.0,65.78227293074204,5.447043240070342,23.75,1.0,0.0,4.0,22.0,28.00671831124784,29.0,261.0,2022.0,Godwin,C.Godwin_TB_10,Chris Godwin,67.0,TB,68.39168959641901,77.60987241569332,465.65923449415993,381.0,63.5,6.0,11,0,0,0,0,1,0,68.76686141649624
T.Kelce,KC,0,10.0,7.0,6.0,81.0,48.0,58.43265196381429,4.971715033054352,30.75,1.0,0.0,2.0,39.0,25.260918628737265,35.0,258.0,2022.0,Kelce,T.Kelce_KC_10,Travis Kelce,46.0,KC,64.40845502336174,74.30914972166954,445.85489833001725,510.0,85.0,6.0,11,0,0,0,1,0,0,64.48759730994125
A.Lazard,GB,0,10.0,4.0,3.0,45.0,7.0,25.536224067432975,3.211158573627472,20.5,0.0,0.0,1.0,44.0,23.69894993352501,19.0,223.0,2022.0,Lazard,A.Lazard_GB_10,Allen Lazard,63.0,GB,76.14871363846945,67.06116742849625,402.3670045709775,414.0,69.0,6.0,11,0,0,0,0,1,0,64.38431823089738
G.Davis,BUF,0,10.0,9.0,6.0,93.0,142.0,92.15435916177947,4.70085519552231,26.75,0.0,0.0,3.0,2.0,23.14254188048653,41.0,360.0,2022.0,Davis,G.Davis_BUF_10,Gabriel Davis,70.0,BUF,67.63403657365004,62.28720027749578,373.7232016649747,419.0,69.83333333333333,6.0,11,0,0,0,0,1,0,64.38431823089738
D.Moore,CAR,0,10.0,6.0,4.0,29.0,53.0,41.708227745374145,3.816750854253768,19.5,0.0,0.0,0.0,9.0,26.38155666511012,16.0,89.0,2022.0,Moore,D.Moore_CAR_10,D.J. Moore,59.0,CAR,54.188921423237026,65.18028938292444,391.0817362975467,340.0,56.666666666666664,6.0,11,0,0,0,0,1,0,64.38431823089738
C.Olave,NO,0,10.0,5.0,3.0,40.0,68.0,43.04691598536925,2.903145998716354,19.25,0.0,0.0,0.0,3.0,9.08866709827998,28.0,270.0,2022.0,Olave,C.Olave_NO_10,Chris Olave,36.0,NO,59.00967902657051,66.96299531221312,401.7779718732788,390.0,65.0,6.0,11,0,0,0,0,1,0,64.38431823089738
M.Pittman,IND,0,10.0,9.0,7.0,53.0,72.0,65.19314014717195,6.532057017087936,18.25,0.0,0.0,2.0,8.0,27.94260049943113,27.0,170.0,2022.0,Pittman,M.Pittman_IND_10,Michael Pittman,63.0,IND,63.09845767043667,67.11169961473847,402.6701976884308,379.0,63.166666666666664,6.0,11,0,0,0,0,1,0,64.38431823089738
A.Brown,PHI,0,10.0,4.0,1.0,7.0,63.0,41.28557166928981,2.311523973941802,27.0,0.0,0.0,1.0,0.0,3.55037606223777,25.0,202.0,2022.0,Brown,A.Brown_PHI_10,A.J. Brown,39.0,PHI,53.54947793903847,63.578043592767386,381.4682615566043,416.0,69.33333333333333,6.0,11,0,0,0,0,1,0,64.38431823089738
J.Waddle,MIA,0,10.0,5.0,4.0,66.0,65.0,53.583800441575534,3.098888099193574,26.0,0.0,0.0,2.0,13.0,18.49731921117928,33.0,243.0,2022.0,Waddle,J.Waddle_MIA_10,Jaylen Waddle,51.0,MIA,62.45146472055215,63.88081095018123,383.28486570108737,497.0,82.83333333333333,6.0,11,0,0,0,0,1,0,64.38431823089738
A.Thielen,MIN,0,10.0,7.0,5.0,49.0,71.0,53.43657394885684,4.2753602266311646,20.25,0.0,0.0,2.0,11.0,27.00000113789429,50.0,430.0,2022.0,Thielen,A.Thielen_MIN_10,Adam Thielen,78.0,MIN,61.41933069605567,60.955312325744245,365.73187395446547,318.0,53.0,6.0,11,0,0,0,0,1,0,62.20700190674143
T.McLaurin,WAS,0,10.0,11.0,8.0,128.0,188.0,88.56652370763184,5.9534189105033875,16.0,0.0,0.0,3.0,31.0,38.39272052328307,25.0,283.0,2022.0,McLaurin,T.McLaurin_WAS_10,Terry McLaurin,71.0,WAS,59.34655609397602,60.644857296537374,363.86914377922426,487.0,81.16666666666667,6.0,11,0,0,0,0,1,0,60.562279691459054
D.Peoples-Jones,CLE,0,10.0,9.0,5.0,99.0,158.0,91.96519128452174,4.4637260138988495,23.0,0.0,2.0,2.0,20.0,22.50088061179849,33.0,285.0,2022.0,Peoples-Jones,D.Peoples-Jones_CLE_10,Donovan Peoples-Jones,59.0,CLE,51.49999271793574,57.81857284609919,346.9114370765951,446.0,74.33333333333333,6.0,11,0,0,0,0,1,0,58.72603695337743
J.Palmer,LAC,0,10.0,8.0,3.0,44.0,105.0,63.41351897170607,4.173167556524277,18.5,0.0,2.0,1.0,9.0,11.88369528247131,35.0,197.0,2022.0,Palmer,J.Palmer_LAC_10,Josh Palmer,55.0,LAC,60.662414498659516,56.336481874566346,338.0188912473981,355.0,59.166666666666664,6.0,11,0,0,0,0,1,0,58.72603695337743
D.Samuel,SF,0,10.0,6.0,2.0,24.0,30.0,45.35626964818188,4.188479930162431,27.0,1.0,0.0,0.0,26.0,17.38659875289163,28.0,175.0,2022.0,Samuel,D.Samuel_SF_10,Deebo Samuel,62.0,SF,55.11986512444309,56.39395112835783,338.36370677014696,353.0,58.833333333333336,6.0,11,0,0,0,0,1,0,58.72603695337743
C.Sutton,DEN,0,10.0,11.0,6.0,66.0,120.0,81.94827313107764,6.42511221766472,18.75,0.0,2.0,1.0,8.0,23.81593872597296,39.0,396.0,2022.0,Sutton,C.Sutton_DEN_10,Courtland Sutton,74.0,DEN,63.05016001467942,56.42320264476144,338.53921586856865,242.0,40.333333333333336,6.0,11,0,0,0,0,1,0,58.72603695337743
B.Aiyuk,SF,0,10.0,7.0,6.0,84.0,71.0,64.88155633820725,4.590255469083786,27.0,1.0,0.0,4.0,21.0,24.21613345797958,28.0,175.0,2022.0,Aiyuk,B.Aiyuk_SF_10,Brandon Aiyuk,69.0,SF,55.08424164982152,56.448720242027115,338.6923214521627,425.0,70.83333333333333,6.0,11,0,0,0,0,1,0,58.72603695337743
R.Moore,ARI,0,10.0,13.0,9.0,94.0,110.0,86.95350742312975,8.964002639055254,17.25,0.0,2.0,3.0,35.0,51.96622932500027,35.0,223.0,2022.0,Moore,R.Moore_ARI_10,Rondale Moore,66.0,ARI,60.042635890449716,56.64822404191053,339.88934425146317,403.0,67.16666666666667,6.0,11,0,0,0,0,1,0,58.72603695337743
C.Kirk,JAX,0,10.0,12.0,9.0,105.0,101.0,83.4959523207424,7.719188570976257,20.75,1.0,0.0,1.0,27.0,28.56636367054307,39.0,279.0,2022.0,Kirk,C.Kirk_JAX_10,Christian Kirk,59.0,JAX,55.03435028939163,56.599323701309594,339.59594220785755,337.0,56.166666666666664,6.0,11,0,0,0,0,1,0,58.72603695337743
A.St. Brown,DET,0,10.0,11.0,10.0,119.0,55.0,76.60308057564464,8.014863073825838,22.75,0.0,0.0,3.0,77.0,58.110337078767785,25.0,129.0,2022.0,St. Brown,A.St. Brown_DET_10,Amon-Ra St. Brown,50.0,DET,68.74308508572729,55.12991948724211,330.77951692345266,338.0,56.333333333333336,6.0,11,0,0,0,0,1,0,56.77203673347289
A.Cooper,CLE,0,10.0,3.0,3.0,32.0,27.0,20.473226305228657,1.762930959463119,23.0,0.0,1.0,0.0,5.0,9.79399205106166,33.0,285.0,2022.0,Cooper,A.Cooper_CLE_10,Amari Cooper,58.0,CLE,49.21193475665649,54.21910390697095,325.3146234418257,366.0,61.0,6.0,11,0,0,0,0,1,0,56.77203673347289
J.Smith-Schuster,KC,0,10.0,4.0,2.0,33.0,46.0,33.19968526678121,2.263917893171311,30.75,0.0,1.0,2.0,3.0,9.39345003231575,35.0,258.0,2022.0,Smith-Schuster,J.Smith-Schuster_KC_10,JuJu Smith-Schuster,24.0,KC,50.76870804875276,54.78733150741524,328.7239890444914,437.0,72.83333333333333,6.0,11,0,0,0,0,1,0,56.77203673347289
D.Johnson,PIT,0,10.0,5.0,4.0,63.0,81.0,44.2308283831144,2.7628511786460876,20.25,0.0,0.0,2.0,3.0,19.968823057395632,26.0,199.0,2022.0,Johnson,D.Johnson_PIT_10,Diontae Johnson,77.0,PIT,45.97868184175604,53.30683354361896,319.84100126171376,239.0,39.833333333333336,6.0,11,0,0,0,0,1,0,56.29059210927076
Z.Jones,JAX,0,10.0,10.0,8.0,68.0,86.0,70.05376509540885,6.742892384529113,20.75,1.0,0.0,1.0,21.0,32.14307322612149,39.0,279.0,2022.0,Jones,Z.Jones_JAX_10,Zay Jones,60.0,JAX,55.3284040967939,53.1907974824862,319.14478489491717,255.0,42.5,6.0,11,0,0,0,0,1,0,56.29059210927076
Z.Ertz,ARI,0,10.0,1.0,1.0,12.0,8.0,8.443383164826715,0.700349390506744,17.25,0.0,0.0,1.0,4.0,4.20648353602155,35.0,223.0,2022.0,Ertz,Z.Ertz_ARI_10,Zach Ertz,9.0,ARI,55.82084179837615,53.605190785274175,321.63114471164505,225.0,37.5,6.0,11,0,0,0,1,0,0,52.01132800271571
N.Collins,HOU,0,10.0,10.0,5.0,49.0,90.0,58.34358301535597,5.9112173914909345,18.0,0.0,1.0,0.0,12.0,14.52842820536171,37.0,287.0,2022.0,Collins,N.Collins_HOU_10,Nico Collins,50.0,HOU,53.8068909190045,49.38292456827265,296.2975474096359,328.0,54.666666666666664,6.0,11,0,0,0,0,1,0,51.43150912479129
D.Metcalf,SEA,0,10.0,9.0,6.0,71.0,96.0,60.05926121925562,4.82310312986374,21.25,1.0,2.0,0.0,14.0,20.97802249786763,33.0,248.0,2022.0,Metcalf,D.Metcalf_SEA_10,D.K. Metcalf,47.0,SEA,56.166661922350656,50.107101818905704,300.6426109134342,297.0,49.5,6.0,11,0,0,0,0,1,0,51.43150912479129
D.Smith,PHI,0,10.0,8.0,6.0,53.0,47.0,58.30299249098357,5.743417501449585,27.0,0.0,0.0,1.0,24.0,25.707308097094952,25.0,202.0,2022.0,Smith,D.Smith_PHI_10,DeVonta Smith,43.0,PHI,45.745201264984345,46.62209104405327,279.73254626431964,246.0,41.0,6.0,11,0,0,0,0,1,0,50.7457109723344
D.Mooney,CHI,0,10.0,4.0,4.0,57.0,39.0,36.464020226546516,2.545938760042191,25.75,0.0,0.0,1.0,18.0,20.19867909399181,18.0,184.0,2022.0,Mooney,D.Mooney_CHI_10,Darnell Mooney,53.0,CHI,40.90876925534358,46.54783646669222,279.2870188001533,343.0,57.166666666666664,6.0,11,0,0,0,0,1,0,50.7457109723344
J.Jeudy,DEN,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeudy,J.Jeudy_DEN_10,Jerry Jeudy,1.0,DEN,55.32617587128085,47.88303789861468,287.2982273916881,319.0,53.166666666666664,6.0,11,0,0,0,0,1,0,50.7457109723344
T.Lockett,SEA,0,10.0,5.0,3.0,42.0,53.0,37.52232400933855,3.040777295827866,21.25,0.0,0.0,1.0,9.0,8.453819259535521,33.0,248.0,2022.0,Lockett,T.Lockett_SEA_10,Tyler Lockett,47.0,SEA,45.49295478529102,44.04054454906606,264.2432672943964,338.0,56.333333333333336,6.0,11,0,0,0,0,1,0,47.77877201754702
B.Cooks,HOU,0,10.0,7.0,4.0,37.0,64.0,50.58743515339062,4.605698019266129,18.0,0.0,1.0,0.0,8.0,22.16870904967801,37.0,287.0,2022.0,Cooks,B.Cooks_HOU_10,Brandin Cooks,41.0,HOU,47.67538780336542,44.66896450199051,268.01378701194307,255.0,42.5,6.0,11,0,0,0,0,1,0,47.77877201754702
J.Landry,NO,0,10.0,6.0,3.0,37.0,60.0,53.349680684575105,3.971258729696275,19.25,0.0,1.0,3.0,3.0,11.50700163980218,28.0,270.0,2022.0,Landry,J.Landry_NO_10,Jarvis Landry,37.0,NO,45.19449183642304,44.698534955368224,223.4926747768411,205.0,41.0,5.0,11,0,0,0,0,1,0,47.77877201754702
M.Jones,JAX,0,10.0,3.0,1.0,33.0,74.0,28.040990829727107,1.015777856111526,20.75,0.0,0.0,0.0,4.0,6.93506084941328,39.0,279.0,2022.0,Jones,M.Jones_JAX_10,Marvin Jones,44.0,JAX,38.41739988524823,44.96152748172719,269.76916489036313,248.0,41.333333333333336,6.0,11,0,0,0,0,1,0,47.77877201754702
K.Pitts,ATL,0,10.0,8.0,2.0,28.0,135.0,79.47250160610174,4.457457393407822,22.0,0.0,1.0,1.0,1.0,7.584426471643381,29.0,354.0,2022.0,Pitts,K.Pitts_ATL_10,Kyle Pitts,56.0,ATL,49.281477261776814,50.76633644154649,304.59801864927897,188.0,31.333333333333332,6.0,11,0,0,0,1,0,0,47.152245018236236
D.Goedert,PHI,0,10.0,3.0,3.0,23.0,10.0,17.29040456512594,2.046153485774995,27.0,1.0,0.0,1.0,13.0,14.117183734553729,25.0,202.0,2022.0,Goedert,D.Goedert_PHI_10,Dallas Goedert,50.0,PHI,46.2975327357513,49.40898019635622,296.4538811781373,376.0,62.666666666666664,6.0,11,0,0,0,1,0,0,47.152245018236236
P.Freiermuth,PIT,0,10.0,7.0,4.0,36.0,65.0,49.3554293547334,4.127635538578035,20.25,1.0,0.0,1.0,11.0,18.30766051403771,26.0,199.0,2022.0,Freiermuth,P.Freiermuth_PIT_10,Pat Freiermuth,58.0,PIT,49.335005115117156,47.813689409745024,286.88213645847014,306.0,51.0,6.0,11,0,0,0,1,0,0,46.466446865779346
K.Raymond,DET,0,10.0,3.0,3.0,47.0,30.0,26.2147223869439,1.9982366561889648,22.75,0.0,0.0,1.0,17.0,13.37039651194936,25.0,129.0,2022.0,Raymond,K.Raymond_DET_10,Kalif Raymond,51.0,DET,40.736744568633874,39.726830751253765,238.36098450752257,298.0,49.666666666666664,6.0,11,0,0,0,0,1,0,45.57025309887698
M.Hollins,LV,0,10.0,6.0,2.0,18.0,140.0,66.40027643921306,3.615562170743943,22.75,0.0,0.0,2.0,8.0,8.509810877651029,38.0,312.0,2022.0,Hollins,M.Hollins_LV_10,Mack Hollins,67.0,LV,46.16574627687576,40.86966732103517,245.21800392621103,176.0,29.333333333333332,6.0,11,0,0,0,0,1,0,45.57025309887698
G.Pickens,PIT,0,10.0,4.0,3.0,32.0,35.0,34.260843096513995,2.7648892402648917,20.25,0.0,0.0,2.0,12.0,12.51646461911879,26.0,199.0,2022.0,Pickens,G.Pickens_PIT_10,George Pickens,63.0,PIT,37.33456993871912,41.66266320523153,249.9759792313892,305.0,50.833333333333336,6.0,11,0,0,0,0,1,0,45.57025309887698
D.Slayton,NYG,0,10.0,4.0,3.0,95.0,34.0,34.899211834347156,2.685697555541992,23.5,0.0,1.0,2.0,76.0,12.34001421568245,17.0,96.0,2022.0,Slayton,D.Slayton_NYG_10,Darius Slayton,55.0,NYG,43.04525668661037,40.28053774046989,241.68322644281932,327.0,54.5,6.0,11,0,0,0,0,1,0,45.57025309887698
P.Campbell,IND,0,10.0,9.0,7.0,76.0,30.0,56.064543087346266,7.122309923171998,18.25,0.0,0.0,3.0,46.0,36.15653487073725,27.0,170.0,2022.0,Campbell,P.Campbell_IND_10,Parris Campbell,52.0,IND,46.080053798166475,42.95228546851132,257.7137128110679,283.0,47.166666666666664,6.0,11,0,0,0,0,1,0,45.57025309887698
Al.Robinson,LA,0,10.0,6.0,4.0,44.0,64.0,49.58251812844435,3.969567686319352,20.75,0.0,1.0,1.0,6.0,14.05186759115167,37.0,244.0,2022.0,Robinson,A.Robinson_LA_10,Allen Robinson,55.0,LA,44.50833250378802,41.45663182086931,248.73979092521586,204.0,34.0,6.0,11,0,0,0,0,1,0,45.57025309887698
C.Samuel,WAS,0,10.0,4.0,2.0,28.0,41.0,33.185263717345734,2.461798399686813,16.0,0.0,0.0,2.0,17.0,14.76738750062941,25.0,283.0,2022.0,Samuel,C.Samuel_WAS_10,Curtis Samuel,53.0,WAS,33.168146468627654,40.644163875220556,243.86498325132334,264.0,44.0,6.0,11,0,0,0,0,1,0,45.57025309887698
A.Ekeler,LAC,0,10.0,12.0,8.0,39.0,-15.0,55.45955107359271,9.425738811492922,18.5,1.0,2.0,1.0,43.0,51.8807981412028,35.0,197.0,2022.0,Ekeler,A.Ekeler_LAC_10,Austin Ekeler,40.0,LAC,47.09132619280996,50.1255564317238,300.7533385903428,281.0,46.833333333333336,6.0,11,0,0,1,0,0,0,44.175478103899714
G.Everett,LAC,0,10.0,2.0,2.0,23.0,13.0,10.747142635893184,1.1895958483219151,18.5,0.0,1.0,0.0,10.0,9.02227093663533,35.0,197.0,2022.0,Everett,G.Everett_LAC_10,Gerald Everett,10.0,LAC,48.12179267437364,43.417069885507395,260.50241931304436,214.0,35.666666666666664,6.0,11,0,0,0,1,0,0,43.499507910991966
E.Engram,JAX,0,10.0,4.0,3.0,14.0,30.0,28.682296620286486,2.735770732164383,20.75,0.0,0.0,0.0,12.0,19.40213228013453,39.0,279.0,2022.0,Engram,E.Engram_JAX_10,Evan Engram,56.0,JAX,39.06526697160869,44.4298128510758,266.5788771064548,253.0,42.166666666666664,6.0,11,0,0,0,1,0,0,43.499507910991966
F.Moreau,LV,0,10.0,4.0,3.0,43.0,32.0,20.983440350568877,2.371344864368439,22.75,1.0,1.0,2.0,27.0,9.44194517548749,38.0,312.0,2022.0,Moreau,F.Moreau_LV_10,Foster Moreau,67.0,LV,35.32375454522657,37.412571941065,224.47543164639,218.0,36.333333333333336,6.0,11,0,0,0,1,0,0,41.29098899232193
R.Tonyan,GB,0,10.0,1.0,1.0,8.0,7.0,6.8836475058428865,0.72456955909729,20.5,0.0,0.0,0.0,1.0,3.5847324861752,19.0,223.0,2022.0,Tonyan,R.Tonyan_GB_10,Robert Tonyan,41.0,GB,33.21914263498047,37.83601723524559,227.01610341147355,211.0,35.166666666666664,6.0,11,0,0,0,1,0,0,41.29098899232193
G.Dulcich,DEN,0,10.0,4.0,1.0,11.0,59.0,41.06515174040905,2.6019359827041617,18.75,0.0,0.0,4.0,5.0,4.29321432759025,39.0,396.0,2022.0,Dulcich,G.Dulcich_DEN_10,Greg Dulcich,71.0,DEN,40.37822665062893,40.35952808984749,161.43811235938995,193.0,48.25,4.0,11,0,0,0,1,0,0,41.29098899232193
G.Kittle,SF,0,10.0,2.0,1.0,21.0,23.0,20.481165378226407,1.260728299617767,27.0,0.0,0.0,1.0,9.0,5.36339741977281,28.0,175.0,2022.0,Kittle,G.Kittle_SF_10,George Kittle,71.0,SF,36.15566571041107,42.06141788168247,252.36850729009484,312.0,52.0,6.0,11,0,0,0,1,0,0,41.29098899232193
T.Higbee,LA,0,10.0,8.0,8.0,73.0,23.0,43.55316856248057,6.053952455520632,20.75,0.0,3.0,2.0,50.0,43.44869685463344,37.0,244.0,2022.0,Higbee,T.Higbee_LA_10,Tyler Higbee,48.0,LA,38.5356521223799,38.36857636308483,230.21145817850896,214.0,35.666666666666664,6.0,11,0,0,0,1,0,0,41.29098899232193
M.Valdes-Scantling,KC,0,10.0,4.0,3.0,60.0,70.0,36.855336654688884,1.969723820686339,30.75,0.0,1.0,0.0,4.0,11.82513954452588,35.0,258.0,2022.0,Valdes-Scantling,M.Valdes-Scantling_KC_10,Marquez Valdes-Scantling,53.0,KC,39.72068471911818,37.22514844760092,223.35089068560555,336.0,56.0,6.0,11,0,0,0,0,1,0,41.18503019826033
N.Brown,DAL,0,10.0,3.0,1.0,3.0,29.0,24.75432027387757,1.7227867245674129,24.0,0.0,1.0,1.0,0.0,5.31195883231703,43.0,308.0,2022.0,Brown,N.Brown_DAL_10,Noah Brown,63.0,DAL,32.5313871089527,33.76249012244207,202.5749407346524,183.0,30.5,6.0,11,0,0,0,0,1,0,41.18503019826033
J.Jones,TB,0,10.0,5.0,3.0,53.0,63.0,47.261249880805465,3.216608405113221,23.75,0.0,0.0,3.0,40.0,14.8480190561968,29.0,261.0,2022.0,Jones,J.Jones_TB_10,Julio Jones,38.0,TB,38.7533982039463,36.240649232462296,181.20324616231147,178.0,35.6,5.0,11,0,0,0,0,1,0,41.18503019826033
M.Gallup,DAL,0,10.0,7.0,4.0,35.0,74.0,59.064255213601314,4.35891106724739,24.0,0.0,0.0,0.0,14.0,22.65850875638717,43.0,308.0,2022.0,Gallup,M.Gallup_DAL_10,Michael Gallup,69.0,DAL,37.866013865642216,35.47983390118163,212.87900340708978,170.0,28.333333333333332,6.0,11,0,0,0,0,1,0,41.18503019826033
K.Osborn,MIN,0,10.0,11.0,4.0,35.0,104.0,80.5948818646003,7.1568590104579926,20.25,0.0,1.0,2.0,16.0,20.92882183185429,50.0,430.0,2022.0,Osborn,K.Osborn_MIN_10,K.J. Osborn,65.0,MIN,32.13408992886861,33.03065094973825,198.1839056984295,108.0,18.0,6.0,11,0,0,0,0,1,0,41.18503019826033
D.London,ATL,0,10.0,6.0,5.0,38.0,70.0,50.36039840467293,3.798014581203462,22.0,1.0,0.0,3.0,8.0,20.90720828340273,29.0,354.0,2022.0,London,D.London_ATL_10,Drake London,55.0,ATL,40.94832979134482,36.70652743960338,220.23916463762026,176.0,29.333333333333332,6.0,11,0,0,0,0,1,0,41.18503019826033
J.Dotson,WAS,0,10.0,1.0,1.0,14.0,9.0,5.909510172032718,0.626593768596649,16.0,0.0,0.0,0.0,5.0,2.37293041375233,25.0,283.0,2022.0,Dotson,J.Dotson_WAS_10,Jahan Dotson,34.0,WAS,39.07875422166178,35.06137276132542,175.30686380662712,166.0,33.2,5.0,11,0,0,0,0,1,0,41.18503019826033
A.Pierce,IND,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pierce,A.Pierce_IND_10,Alec Pierce,42.0,IND,42.02714723943271,36.18002695027206,217.08016170163233,255.0,42.5,6.0,11,0,0,0,0,1,0,41.18503019826033
T.Burks,TEN,0,10.0,6.0,3.0,24.0,20.0,32.284446102299846,4.368927955627443,21.25,1.0,1.0,0.0,19.0,18.505265019790393,37.0,270.0,2022.0,Burks,T.Burks_TEN_10,Treylon Burks,35.0,TEN,32.284446102299846,31.616620815559124,158.0831040777956,153.0,30.6,5.0,11,0,0,0,0,1,0,38.35284963473371
D.Carter,LAC,0,10.0,4.0,4.0,64.0,49.0,24.645090597923797,2.230595290660859,18.5,0.0,1.0,1.0,15.0,17.59065402639683,35.0,197.0,2022.0,Carter,D.Carter_LAC_10,DeAndre Carter,50.0,LAC,28.385725675754344,32.6746237721004,196.04774263260236,196.0,32.666666666666664,6.0,11,0,0,0,0,1,0,38.35284963473371
A.Kamara,NO,0,10.0,4.0,3.0,19.0,5.0,21.975195483208765,3.206847190856934,19.25,0.0,0.0,0.0,18.0,20.82082613429516,28.0,270.0,2022.0,Kamara,A.Kamara_NO_10,Alvin Kamara,37.0,NO,41.554852668463155,39.039834709134425,234.23900825480655,319.0,53.166666666666664,6.0,11,0,0,1,0,0,0,38.314222077985406
M.Gesicki,MIA,0,10.0,3.0,2.0,31.0,27.0,20.328995117713337,1.775345861911774,26.0,1.0,0.0,0.0,6.0,7.352364310005219,33.0,243.0,2022.0,Gesicki,M.Gesicki_MIA_10,Mike Gesicki,32.0,MIA,28.909684672791478,34.044117336620985,204.2647040197259,198.0,33.0,6.0,11,0,0,0,1,0,0,36.905766091705274
N.Fant,SEA,0,10.0,4.0,3.0,34.0,39.0,27.128024413720485,2.530590951442718,21.25,0.0,0.0,1.0,14.0,12.00902961842803,33.0,248.0,2022.0,Fant,N.Fant_SEA_10,Noah Fant,27.0,SEA,34.11920289093161,33.21935737699163,199.31614426194977,250.0,41.666666666666664,6.0,11,0,0,0,1,0,0,36.905766091705274
C.Otton,TB,0,10.0,3.0,3.0,35.0,30.0,23.217176178114368,1.96582606434822,23.75,0.0,0.0,0.0,5.0,14.694019042508451,29.0,261.0,2022.0,Otton,C.Otton_TB_10,Cade Otton,46.0,TB,34.2749807002187,33.35616844333659,200.13701066001954,248.0,41.333333333333336,6.0,11,0,0,0,1,0,0,36.905766091705274
I.McKenzie,BUF,0,10.0,5.0,4.0,37.0,26.0,28.1802242931633,3.294427990913391,26.75,1.0,1.0,1.0,17.0,15.426035330259761,41.0,360.0,2022.0,McKenzie,I.McKenzie_BUF_10,Isaiah McKenzie,52.0,BUF,29.866672120233744,30.089746117336873,180.53847670402124,163.0,27.166666666666668,6.0,11,0,0,0,0,1,0,35.99613308477253
S.Miller,TB,0,10.0,2.0,2.0,25.0,25.0,16.445539325709184,1.13638561964035,23.75,0.0,0.0,1.0,0.0,8.243784168240381,29.0,261.0,2022.0,Miller,S.Miller_TB_10,Scott Miller,14.0,TB,14.741522040938847,26.954880589849946,161.72928353909967,132.0,22.0,6.0,11,0,0,0,0,1,0,34.13590388588424
