receiver_player_name,posteam,index_left,week,targets,complete_pass,yards_gained,air_yards,xYards,cp,implied_posteam_total,goal_to_go,qb_hit,middle,yards_after_catch,xyac_mean_yardage,team_attempts,team_air_yards,szn,last,identifier,full_name,offense_snaps,team,xYards_median,xYards/game,xYards_sum,yards_sum,yards/game,games,target_week,index_right,FB,RB,TE,WR,other,pYards
T.Homer,SEA,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homer,T.Homer_SEA_10,Travis Homer,8.0,SEA,2.2551662839898015,6.33946339504692,38.03678037028152,79.0,13.166666666666666,6.0,11,0,0,1,0,0,0,16.028541209904272
A.Ingold,MIA,0,10.0,4.0,4.0,45.0,6.0,23.547091518744907,3.126893281936645,26.0,0.0,0.0,0.0,39.0,22.80260321452807,33.0,243.0,2022.0,Ingold,A.Ingold_MIA_10,Alec Ingold,42.0,MIA,2.9716166728268125,7.0057090771887935,42.03425446313276,60.0,10.0,6.0,11,0,1,0,0,0,0,15.481296836051937
T.Allgeier,ATL,0,10.0,3.0,3.0,-17.0,-14.0,10.862805351138629,1.9456309080123901,22.0,0.0,2.0,1.0,-3.0,31.04014508375262,29.0,354.0,2022.0,Allgeier,T.Allgeier_ATL_10,Tyler Allgeier,30.0,ATL,3.177108137047409,5.789916048209911,34.73949628925946,53.0,8.833333333333334,6.0,11,0,0,1,0,0,0,14.696432968841648
D.Foreman,CAR,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreman,D.Foreman_CAR_10,D'Onta Foreman,45.0,CAR,0.0,4.118065609676338,24.708393658058032,25.0,4.166666666666667,6.0,11,0,0,1,0,0,0,14.696432968841648
A.Williams,ATL,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Williams,A.Williams_ATL_10,Avery Williams,9.0,ATL,5.26358490911252,5.043349845118101,30.260099070708605,21.0,3.5,6.0,11,0,0,1,0,0,0,14.696432968841648
A.Mattison,MIN,0,10.0,1.0,1.0,8.0,-4.0,4.52814649769512,0.865271508693695,20.25,0.0,0.0,0.0,12.0,9.44608623205568,50.0,430.0,2022.0,Mattison,A.Mattison_MIN_10,Alexander Mattison,13.0,MIN,4.5731838068107,5.965156651329021,35.79093990797413,44.0,7.333333333333333,6.0,11,0,0,1,0,0,0,14.696432968841648
J.Cook,BUF,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cook,J.Cook_BUF_10,James Cook,13.0,BUF,0.0,6.134373147965177,36.80623888779106,59.0,9.833333333333334,6.0,11,0,0,1,0,0,0,14.696432968841648
D.Johnson,CLE,0,10.0,1.0,1.0,-2.0,-5.0,5.1544788815582585,0.873624801635742,23.0,0.0,0.0,0.0,3.0,10.223565373075,33.0,285.0,2022.0,Johnson,D.Johnson_CLE_10,D'Ernest Johnson,12.0,CLE,2.5772394407791293,4.344673800310125,17.3786952012405,7.0,1.75,4.0,11,0,0,1,0,0,0,14.696432968841648
R.Blackshear,CAR,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blackshear,R.Blackshear_CAR_10,Raheem Blackshear,8.0,CAR,0.0,4.818965969868465,19.27586387947386,40.0,10.0,4.0,11,0,0,1,0,0,0,14.696432968841648
J.Jackson,DET,1,10.0,3.0,2.0,14.0,2.0,16.595000810233508,2.414151132106782,22.75,0.0,0.0,0.0,9.0,8.95641405860079,25.0,129.0,2022.0,Jackson,J.Jackson_DET_10,Justin Jackson,17.0,DET,0.0,5.531666936744503,33.190001620467015,28.0,4.666666666666667,6.0,11,1,0,1,0,0,0,14.696432968841648
J.Hasty,JAX,0,10.0,2.0,1.0,-1.0,-8.0,9.911523221041794,1.678059875965118,20.75,0.0,0.0,1.0,1.0,8.79604850246687,39.0,279.0,2022.0,Hasty,J.Hasty_JAX_10,Jamycal Hasty,14.0,JAX,2.8259256331280835,6.119754298549061,36.71852579129437,1.0,0.16666666666666666,6.0,11,0,0,1,0,0,0,14.696432968841648
B.Robinson,WAS,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robinson,B.Robinson_WAS_10,Brian Robinson,43.0,WAS,0.0,3.1748290237311907,19.048974142387145,7.0,1.1666666666666667,6.0,11,0,0,1,0,0,0,13.523603176584889
C.Hubbard,CAR,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hubbard,C.Hubbard_CAR_10,Chuba Hubbard,12.0,CAR,0.0,3.399367948791324,20.396207692747943,11.0,1.8333333333333333,6.0,11,0,0,1,0,0,0,13.523603176584889
C.Akers,LA,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Akers,C.Akers_LA_10,Cam Akers,10.0,LA,0.0,2.760684685330853,16.564108111985117,18.0,3.0,6.0,11,0,0,1,0,0,0,13.151021930313275
K.Ingram,ARI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingram,K.Ingram_ARI_10,Keaontay Ingram,5.0,ARI,0.0,2.5124158923208113,10.049663569283245,23.0,5.75,4.0,11,0,0,1,0,0,0,13.151021930313275
K.Herbert,CHI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herbert,K.Herbert_CHI_10,Khalil Herbert,23.0,CHI,0.0,1.2994771298943235,7.796862779365941,25.0,4.166666666666667,6.0,11,0,0,1,0,0,0,13.151021930313275
H.Haskins,TEN,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haskins,H.Haskins_TEN_10,Hassan Haskins,2.0,TEN,0.0,1.7701523810029578,10.620914286017747,7.0,1.1666666666666667,6.0,11,0,0,1,0,0,0,13.151021930313275
I.Pacheco,KC,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pacheco,I.Pacheco_KC_10,Isiah Pacheco,35.0,KC,0.0,2.829811856969625,16.97887114181775,13.0,2.1666666666666665,6.0,11,0,0,1,0,0,0,13.151021930313275
B.Scott,PHI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott,B.Scott_PHI_10,Boston Scott,5.0,PHI,0.0,1.0226954780643083,6.13617286838585,2.0,0.3333333333333333,6.0,11,0,0,1,0,0,0,13.151021930313275
D.Washington,NO,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,D.Washington_NO_10,Dwayne Washington,4.0,NO,0.0,0.9676332931271779,5.805799758763068,7.0,1.1666666666666667,6.0,11,0,0,1,0,0,0,13.151021930313275
Z.Horvath,LAC,0,10.0,1.0,1.0,1.0,1.0,5.32742572349755,0.811144948005676,18.5,0.0,0.0,0.0,0.0,5.34054187912261,35.0,197.0,2022.0,Horvath,Z.Horvath_LAC_10,Zander Horvath,5.0,LAC,0.0,1.8404202282622368,11.042521369573421,1.0,0.16666666666666666,6.0,11,0,0,1,0,0,0,13.151021930313275
R.Gilliam,BUF,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gilliam,R.Gilliam_BUF_10,Reggie Gilliam,4.0,BUF,0.0,3.1587046715048186,18.952228029028912,18.0,3.0,6.0,11,0,1,0,0,0,0,12.976358802732554
C.Ham,MIN,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ham,C.Ham_MIN_10,C.J. Ham,7.0,MIN,0.0,0.0,0.0,0.0,0.0,6.0,11,0,1,0,0,0,0,12.60377755646094
T.Hairston,HOU,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hairston,T.Hairston_HOU_10,Troy Hairston,8.0,HOU,0.0,1.8045280085682938,10.827168051409762,7.0,1.1666666666666667,6.0,11,0,1,0,0,0,0,12.60377755646094
J.Johnson,LV,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson,J.Johnson_LV_10,Jakob Johnson,20.0,LV,0.0,0.965386126814527,5.792316760887162,5.0,0.8333333333333334,6.0,11,0,1,0,0,0,0,12.60377755646094
K.Smith,ATL,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Smith,K.Smith_ATL_10,Keith Smith,6.0,ATL,0.0,0.9149447428882108,5.489668457329265,8.0,1.3333333333333333,6.0,11,0,1,0,0,0,0,12.60377755646094
M.Burton,KC,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burton,M.Burton_KC_10,Michael Burton,2.0,KC,0.0,1.1622029449515494,6.973217669709297,9.0,1.5,6.0,11,0,1,0,0,0,0,12.60377755646094
D.Watt,PIT,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Watt,D.Watt_PIT_10,Derek Watt,6.0,PIT,0.0,1.7594578966516117,10.55674737990967,7.0,1.1666666666666667,6.0,11,0,1,0,0,0,0,12.60377755646094
A.Prentice,NO,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prentice,A.Prentice_NO_10,Adam Prentice,9.0,NO,0.0,1.4231011227140637,5.692404490856255,2.0,0.5,4.0,11,0,1,0,0,0,0,12.60377755646094
