receiver_player_name,posteam,week,week#,targets,complete_pass,yards_gained,air_yards,xYards,cp,implied_posteam_total,goal_to_go,qb_hit,middle,yards_after_catch,xyac_mean_yardage,team_attempts,team_air_yards,szn,target_week
T.Pollard,DAL,2,2,7,4.0,55.0,-6.0,34.298071106017574,5.581364631652832,17.25,0,1.0,1,59.0,30.90060037253717,30,178.0,2022,3
C.Lamb,DAL,3,3,12,8.0,87.0,130.0,88.36282767984159,7.38797128200531,18.75,1,1.0,1,30.0,34.13864318079869,30,254.0,2022,4
E.Elliott,DAL,3,3,1,1.0,2.0,-1.0,5.2012049499003625,0.860214054584503,18.75,0,0.0,0,3.0,7.16007305422681,30,254.0,2022,4
J.Ferguson,DAL,3,3,3,2.0,13.0,7.0,17.03382969130017,2.409326791763306,18.75,0,0.0,1,7.0,10.42035636748187,30,254.0,2022,4
J.Tolbert,DAL,3,3,2,1.0,4.0,38.0,14.612356416093755,1.012566268444061,18.75,0,1.0,0,1.0,3.25360767779057,30,254.0,2022,4
N.Brown,DAL,3,3,7,5.0,54.0,52.0,40.308453944027825,4.377930074930191,18.75,2,0.0,0,21.0,17.89443180435046,30,254.0,2022,4
P.Hendershot,DAL,3,3,3,3.0,43.0,17.0,20.26894271797391,2.245217323303223,18.75,0,0.0,0,26.0,15.73614470098983,30,254.0,2022,4
S.Fehoko,DAL,3,3,1,1.0,12.0,8.0,6.825979412792332,0.687532424926758,18.75,0,0.0,0,4.0,3.36093170294771,30,254.0,2022,4
C.Lamb,DAL,4,4,8,6.0,97.0,102.0,66.06039739859585,5.230102121829986,21.75,0,0.0,4,35.0,22.80582829239576,26,225.0,2022,5
E.Elliott,DAL,4,4,2,2.0,32.0,-3.0,11.110842583675794,1.637894451618194,21.75,0,0.0,0,35.0,16.83888869465591,26,225.0,2022,5
J.Ferguson,DAL,4,4,1,1.0,7.0,7.0,6.062980949652467,0.668313026428223,21.75,0,0.0,0,0.0,2.51052975750645,26,225.0,2022,5
M.Gallup,DAL,4,4,3,2.0,24.0,29.0,19.954136502896237,1.736483782529831,21.75,1,0.0,0,0.0,3.92031506056082,26,225.0,2022,5
N.Brown,DAL,4,4,6,3.0,61.0,72.0,51.718730959925786,3.840139359235764,21.75,0,0.0,2,13.0,17.176313990115908,26,225.0,2022,5
T.Pollard,DAL,4,4,3,1.0,2.0,1.0,12.544668625420954,2.084472835063935,21.75,1,1.0,0,2.0,6.96802849433152,26,225.0,2022,5
C.Lamb,DAL,5,5,8,5.0,53.0,61.0,55.96762784058722,5.539492279291153,18.25,0,2.0,2,31.0,27.48137603341456,16,117.0,2022,6
M.Gallup,DAL,5,5,5,4.0,44.0,41.0,32.47049174559023,3.137636005878449,18.25,0,2.0,0,10.0,27.56131627995638,16,117.0,2022,6
N.Brown,DAL,5,5,2,1.0,5.0,10.0,11.881776808304732,1.475953876972199,18.25,0,0.0,1,0.0,4.27401439150708,16,117.0,2022,6
C.Lamb,DAL,6,6,10,5.0,68.0,65.0,61.76969729794503,7.11928164958954,18.0,0,1.0,1,43.0,23.95133567820449,37,295.0,2022,7
E.Elliott,DAL,6,6,1,1.0,5.0,0.0,5.049071432113698,0.675342559814453,18.0,0,0.0,0,5.0,7.42774632984947,37,295.0,2022,7
J.Ferguson,DAL,6,6,6,4.0,40.0,49.0,45.266882695453646,4.202965438365935,18.0,1,0.0,1,17.0,19.226594342791948,37,295.0,2022,7
M.Gallup,DAL,6,6,7,2.0,18.0,98.0,58.128583959307825,3.849505305290222,18.0,0,1.0,2,0.0,5.4433352708947496,37,295.0,2022,7
N.Brown,DAL,6,6,3,1.0,10.0,20.0,13.059848404226443,1.657405257225037,18.0,0,1.0,0,5.0,3.75386086717481,37,295.0,2022,7
P.Hendershot,DAL,6,6,5,2.0,22.0,51.0,42.601433609004765,3.389356791973114,18.0,0,0.0,3,0.0,8.584940470667789,37,295.0,2022,7
S.McKeon,DAL,6,6,1,1.0,10.0,3.0,5.382400434795224,0.778725385665894,18.0,0,0.0,0,7.0,4.6639172561845,37,295.0,2022,7
T.Pollard,DAL,6,6,3,2.0,8.0,0.0,15.741975613314393,2.309237897396087,18.0,0,0.0,1,3.0,12.47002303188492,37,295.0,2022,7
C.Lamb,DAL,7,7,6,4.0,70.0,106.0,68.69678399273475,3.301366180181502,28.25,0,2.0,3,13.0,17.29972740300582,25,270.0,2022,8
D.Schultz,DAL,7,7,5,5.0,49.0,25.0,33.43236954111772,3.849164366722107,28.25,1,0.0,2,24.0,20.26900651133474,25,270.0,2022,8
J.Ferguson,DAL,7,7,1,1.0,7.0,5.0,7.24578779259829,0.806572735309601,28.25,0,0.0,1,2.0,4.43396691403905,25,270.0,2022,8
N.Brown,DAL,7,7,7,5.0,50.0,84.0,60.851810344290016,4.47669804096222,28.25,0,1.0,1,11.0,18.1837275805301,25,270.0,2022,8
P.Hendershot,DAL,7,7,2,2.0,5.0,0.0,7.008792539769143,1.433541536331177,28.25,1,0.0,1,5.0,8.77701085889567,25,270.0,2022,8
T.Pollard,DAL,7,7,2,2.0,26.0,2.0,12.134509348858991,1.672974050045013,28.25,0,0.0,0,24.0,11.77268640777038,25,270.0,2022,8
C.Lamb,DAL,8,8,7,5.0,77.0,90.0,68.22569024572043,4.271281480789185,26.75,0,0.0,2,11.0,13.208353978930969,26,194.0,2022,9
D.Schultz,DAL,8,8,7,6.0,74.0,56.0,60.65255058559011,5.272609114646912,26.75,0,0.0,4,22.0,27.56979160924674,26,194.0,2022,9
J.Ferguson,DAL,8,8,1,1.0,1.0,1.0,1.0445228181648796,0.640328586101532,26.75,1,0.0,0,0.0,0.0,26,194.0,2022,9
M.Davis,DAL,8,8,2,2.0,18.0,1.0,10.750286237752995,1.6113388538360591,26.75,0,0.0,0,17.0,12.17829101531971,26,194.0,2022,9
M.Gallup,DAL,8,8,6,4.0,49.0,44.0,43.261535985694195,3.998936951160432,26.75,1,0.0,1,16.0,18.446148696762982,26,194.0,2022,9
P.Hendershot,DAL,8,8,2,2.0,15.0,0.0,11.813589961411395,1.564536571502685,26.75,0,0.0,0,15.0,13.95263754945336,26,194.0,2022,9
T.Pollard,DAL,8,8,1,1.0,16.0,2.0,6.052864950029937,0.817095160484314,26.75,0,0.0,0,14.0,5.38839686926804,26,194.0,2022,9
C.Lamb,DAL,10,10,15,11.0,150.0,148.0,129.61844983241642,9.837085753679277,24.0,1,1.0,6,41.0,49.41538714805939,43,308.0,2022,11
D.Schultz,DAL,10,10,8,6.0,54.0,56.0,48.80204998545696,4.965099513530733,24.0,2,1.0,3,13.0,18.17440896341579,43,308.0,2022,11
K.Turpin,DAL,10,10,1,1.0,9.0,4.0,6.760736486069017,0.806674659252167,24.0,0,0.0,1,5.0,4.64578609298769,43,308.0,2022,11
M.Gallup,DAL,10,10,7,4.0,35.0,74.0,59.064255213601314,4.35891106724739,24.0,0,0.0,0,14.0,22.65850875638717,43,308.0,2022,11
N.Brown,DAL,10,10,3,1.0,3.0,29.0,24.75432027387757,1.7227867245674129,24.0,0,1.0,1,0.0,5.31195883231703,43,308.0,2022,11
S.McKeon,DAL,10,10,2,1.0,1.0,-2.0,11.200039709153806,1.677463412284851,24.0,0,0.0,0,0.0,5.58651545894099,43,308.0,2022,11
T.Pollard,DAL,10,10,6,3.0,13.0,-7.0,31.104257601326626,4.651993036270143,24.0,0,1.0,1,24.0,30.10666859094631,43,308.0,2022,11
A.Beck,DEN,1,1,3,2.0,52.0,23.0,25.847362179658568,2.020871162414551,25.0,0,0.0,0,32.0,13.61951226526435,41,278.0,2022,2
A.Okwuegbunam,DEN,1,1,6,5.0,33.0,7.0,29.371470683899247,3.962677687406542,25.0,1,2.0,2,22.0,23.077437655563696,41,278.0,2022,2
C.Sutton,DEN,1,1,7,4.0,72.0,121.0,63.77736068441779,2.961940690875053,25.0,1,2.0,0,13.0,17.9948140685592,41,278.0,2022,2
J.Jeudy,DEN,1,1,7,4.0,102.0,73.0,52.40003771466596,4.154312402009964,25.0,2,1.0,1,71.0,24.83787995023886,41,278.0,2022,2
J.Williams,DEN,1,1,12,11.0,65.0,-6.0,68.96265337531773,9.339775174856188,25.0,1,1.0,0,85.0,89.55703426463872,41,278.0,2022,2
M.Boone,DEN,1,1,1,1.0,2.0,2.0,4.447997180113372,0.761738002300263,25.0,0,0.0,0,0.0,3.34043344529346,41,278.0,2022,2
M.Gordon,DEN,1,1,2,2.0,14.0,7.0,10.42716820886061,1.5087511539459229,25.0,1,0.0,2,7.0,6.82984325283906,41,278.0,2022,2
C.Sutton,DEN,2,2,11,7.0,122.0,133.0,96.21799925296334,6.524120509624481,28.25,2,0.0,2,18.0,36.04407482626994,28,265.0,2022,3
E.Saubert,DEN,2,2,2,1.0,22.0,25.0,11.721676701532388,0.858110338449479,28.25,0,1.0,0,0.0,0.0,28,265.0,2022,3
J.Jeudy,DEN,2,2,3,1.0,11.0,39.0,29.788292649594375,1.8400980830192561,28.25,0,0.0,0,8.0,4.84444350407284,28,265.0,2022,3
J.Williams,DEN,2,2,4,1.0,10.0,-2.0,15.40357536933916,2.99987742304802,28.25,2,0.0,1,14.0,10.1476573870532,28,265.0,2022,3
K.Hinton,DEN,2,2,1,1.0,20.0,9.0,8.127131858251477,0.681646883487701,28.25,0,0.0,0,11.0,3.34121475793654,28,265.0,2022,3
M.Gordon,DEN,2,2,1,1.0,6.0,5.0,8.089643486065535,0.807785511016846,28.25,0,0.0,1,1.0,4.92395726876566,28,265.0,2022,3
T.Cleveland,DEN,2,2,3,2.0,28.0,18.0,20.714184899581454,2.100226521492004,28.25,0,1.0,2,17.0,8.75687541306252,28,265.0,2022,3
A.Okwuegbunam,DEN,3,3,2,1.0,12.0,8.0,14.832609340329787,1.6271334886550899,21.5,0,0.0,1,10.0,6.79976607547724,32,229.0,2022,4
C.Sutton,DEN,3,3,10,8.0,97.0,100.0,80.99768189087953,6.37829214334488,21.5,0,1.0,2,22.0,32.37772225670051,32,229.0,2022,4
J.Jeudy,DEN,3,3,6,2.0,17.0,84.0,56.204453479327526,3.706201851367951,21.5,0,0.0,2,4.0,11.723590694069571,32,229.0,2022,4
J.Williams,DEN,3,3,5,3.0,2.0,-13.0,21.999830792690968,3.528385281562805,21.5,0,2.0,1,17.0,32.9785111453166,32,229.0,2022,4
K.Hinton,DEN,3,3,1,1.0,27.0,27.0,11.75175803791126,0.346603989601135,21.5,0,0.0,0,0.0,6.68578017049003,32,229.0,2022,4
M.Gordon,DEN,3,3,6,5.0,29.0,-6.0,32.60686924681869,4.829014241695402,21.5,0,1.0,2,36.0,41.67355739577032,32,229.0,2022,4
C.Sutton,DEN,4,4,7,5.0,52.0,66.0,60.0724765416124,4.953332901000978,21.5,1,0.0,4,15.0,14.09266988347372,25,284.0,2022,5
E.Saubert,DEN,4,4,2,1.0,25.0,38.0,21.818075715289773,0.993172585964203,21.5,0,1.0,1,7.0,4.3822656958364,25,284.0,2022,5
J.Jeudy,DEN,4,4,5,4.0,53.0,50.0,36.561629175045,3.418858587741853,21.5,0,0.0,1,7.0,19.185570811852813,25,284.0,2022,5
J.Williams,DEN,4,4,1,1.0,-1.0,-3.0,4.634791229370844,0.881730139255524,21.5,0,0.0,0,2.0,8.40614111704053,25,284.0,2022,5
K.Hamler,DEN,4,4,1,1.0,55.0,46.0,16.175016827781853,0.312987595796585,21.5,0,0.0,1,9.0,5.08701664942782,25,284.0,2022,5
K.Hinton,DEN,4,4,3,2.0,39.0,58.0,28.46044202663232,1.685767531394958,21.5,0,0.0,0,16.0,8.45602653596142,25,284.0,2022,5
M.Boone,DEN,4,4,3,1.0,9.0,31.0,25.593751728342124,2.12098714709282,21.5,0,0.0,2,6.0,5.9372839991338,25,284.0,2022,5
M.Washington,DEN,4,4,1,1.0,4.0,-2.0,6.390099563520704,0.90151035785675,21.5,0,0.0,0,6.0,9.52750023530825,25,284.0,2022,5
R.Wilson,DEN,4,4,1,1.0,1.0,-1.0,5.308920021160433,0.872232258319855,21.5,0,0.0,0,2.0,7.44096521482425,25,284.0,2022,5
A.Okwuegbunam,DEN,5,5,1,1.0,5.0,-2.0,5.655197267337766,0.869924426078796,22.75,0,0.0,0,7.0,8.81705676548882,38,372.0,2022,6
C.Sutton,DEN,5,5,11,5.0,74.0,148.0,78.82213224462446,6.436285138130189,22.75,1,1.0,4,14.0,32.75256429488945,38,372.0,2022,6
E.Saubert,DEN,5,5,7,5.0,36.0,33.0,40.146834716173146,4.769966632127763,22.75,0,1.0,4,20.0,25.17440015785542,38,372.0,2022,6
J.Jeudy,DEN,5,5,8,3.0,53.0,109.0,61.23629915972046,4.713248640298844,22.75,0,0.0,3,30.0,17.69904619326553,38,372.0,2022,6
K.Hamler,DEN,5,5,2,1.0,10.0,37.0,14.906954379447036,0.968877926468849,22.75,0,1.0,0,4.0,4.02116265002405,38,372.0,2022,6
M.Boone,DEN,5,5,3,3.0,47.0,-3.0,18.9039729125067,2.56639963388443,22.75,0,0.0,0,50.0,26.735862386616628,38,372.0,2022,6
M.Gordon,DEN,5,5,3,3.0,49.0,-2.0,16.812126568738247,2.48539799451828,22.75,0,0.0,1,51.0,23.60996787688784,38,372.0,2022,6
A.Beck,DEN,6,6,1,1.0,7.0,1.0,5.738053359914807,0.834060966968536,21.0,0,0.0,0,6.0,6.14718536293367,25,225.0,2022,7
C.Sutton,DEN,6,6,3,2.0,14.0,14.0,19.45553059678445,2.339004755020142,21.0,0,0.0,1,6.0,9.80589830688405,25,225.0,2022,7
E.Tomlinson,DEN,6,6,1,1.0,16.0,16.0,11.730358189373632,0.605724632740021,21.0,0,0.0,0,0.0,5.0182398907491,25,225.0,2022,7
G.Dulcich,DEN,6,6,3,2.0,44.0,34.0,21.32338611172615,1.6929084956645961,21.0,1,0.0,1,19.0,12.3781631626407,25,225.0,2022,7
J.Jeudy,DEN,6,6,7,3.0,54.0,111.0,65.08185738979837,3.871613115072251,21.0,1,0.0,1,20.0,11.669587870856049,25,225.0,2022,7
K.Hamler,DEN,6,6,3,2.0,44.0,58.0,33.693758167814124,1.904366284608841,21.0,0,0.0,1,3.0,18.51547866866167,25,225.0,2022,7
K.Hinton,DEN,6,6,1,1.0,8.0,5.0,7.044124144610657,0.822301626205444,21.0,0,0.0,1,3.0,4.4610116394324,25,225.0,2022,7
L.Murray,DEN,6,6,1,1.0,-2.0,-6.0,5.363113472737237,0.889767706394196,21.0,0,0.0,0,4.0,11.3947486016768,25,225.0,2022,7
M.Boone,DEN,6,6,4,1.0,3.0,-5.0,14.949575731015434,2.36684364080429,21.0,1,1.0,0,8.0,10.4928868133575,25,225.0,2022,7
M.Washington,DEN,6,6,1,1.0,0.0,-3.0,5.66490366197067,0.900414705276489,21.0,0,0.0,0,3.0,9.90497103698726,25,225.0,2022,7
C.Sutton,DEN,7,7,9,3.0,23.0,135.0,66.02784348774644,4.939898371696473,17.5,0,1.0,1,8.0,12.0962770723927,45,472.0,2022,8
E.Tomlinson,DEN,7,7,2,2.0,21.0,4.0,10.594807620239656,1.592802107334137,17.5,0,0.0,0,17.0,10.439600035664629,45,472.0,2022,8
G.Dulcich,DEN,7,7,9,6.0,51.0,76.0,59.35827294640592,5.935827136039735,17.5,0,0.0,1,22.0,30.60439826898073,45,472.0,2022,8
J.Jeudy,DEN,7,7,11,7.0,96.0,114.0,75.00238908428302,6.704241514205933,17.5,0,2.0,1,35.0,31.05676614549885,45,472.0,2022,8
K.Hamler,DEN,7,7,4,1.0,4.0,109.0,35.41560410767346,1.817281216382981,17.5,0,0.0,1,0.0,4.15998966563348,45,472.0,2022,8
K.Hinton,DEN,7,7,1,1.0,14.0,14.0,7.133559946797874,0.455252587795258,17.5,0,1.0,0,0.0,3.31826547397941,45,472.0,2022,8
L.Murray,DEN,7,7,3,2.0,-1.0,-7.0,14.504032095721918,2.337199747562408,17.5,0,0.0,1,2.0,17.07949100393307,45,472.0,2022,8
M.Gordon,DEN,7,7,4,2.0,17.0,9.0,21.887805585619518,3.180760145187377,17.5,0,0.0,2,11.0,9.94268173467572,45,472.0,2022,8
C.Sutton,DEN,8,8,4,1.0,13.0,36.0,32.21295986672326,2.778952121734619,20.0,0,0.0,1,2.0,3.17316893998213,26,290.0,2022,9
G.Dulcich,DEN,8,8,5,4.0,87.0,114.0,39.691301560848814,2.579488635063171,20.0,0,1.0,1,31.0,15.913107991953432,26,290.0,2022,9
J.Jeudy,DEN,8,8,7,6.0,63.0,58.0,49.41605258284125,4.4666282534599295,20.0,1,2.0,2,40.0,37.866410376518644,26,290.0,2022,9
K.Hamler,DEN,8,8,3,2.0,52.0,85.0,32.21877996245837,1.395514488220214,20.0,0,0.0,1,7.0,13.850137785659172,26,290.0,2022,9
L.Murray,DEN,8,8,2,1.0,13.0,3.0,12.089562299001209,1.64322578907013,20.0,0,0.0,1,12.0,7.14179713121848,26,290.0,2022,9
M.Gordon,DEN,8,8,4,3.0,23.0,-2.0,21.9980674394542,3.343216836452485,20.0,0,0.0,0,24.0,22.6542410461116,26,290.0,2022,9
M.Washington,DEN,8,8,1,1.0,1.0,-4.0,5.208585251704176,0.871613025665283,20.0,0,0.0,0,5.0,10.9974518165109,26,290.0,2022,9
C.Edmonds,DEN,10,10,2,1.0,0.0,-5.0,9.992296603571356,1.613089084625245,18.75,0,0.0,0,5.0,10.6553846637398,39,396.0,2022,11
C.Sutton,DEN,10,10,11,6.0,66.0,120.0,81.94827313107764,6.42511221766472,18.75,0,2.0,1,8.0,23.81593872597296,39,396.0,2022,11
E.Saubert,DEN,10,10,1,1.0,12.0,-1.0,5.768618668903028,0.885501027107239,18.75,0,0.0,0,13.0,8.4405300512517,39,396.0,2022,11
G.Dulcich,DEN,10,10,4,1.0,11.0,59.0,41.06515174040905,2.6019359827041617,18.75,0,0.0,4,5.0,4.29321432759025,39,396.0,2022,11
J.Virgil,DEN,10,10,1,1.0,66.0,26.0,11.218691506153737,0.355482399463654,18.75,0,0.0,0,40.0,7.28691084001912,39,396.0,2022,11
K.Hinton,DEN,10,10,5,4.0,62.0,42.0,34.843183379712016,3.345969051122665,18.75,0,2.0,1,37.0,27.24250584714174,39,396.0,2022,11
L.Murray,DEN,10,10,3,3.0,23.0,-6.0,15.737425827608423,2.592074990272522,18.75,0,0.0,0,29.0,26.61974900739737,39,396.0,2022,11
M.Gordon,DEN,10,10,6,4.0,46.0,8.0,29.07131993019218,4.4262984693050385,18.75,0,2.0,2,40.0,23.87252896376594,39,396.0,2022,11
A.St. Brown,DET,1,1,12,8.0,64.0,65.0,74.67269983748739,8.883886605501177,21.5,1,1.0,1,31.0,38.98023889773322,37,306.0,2022,2
D.Chark,DET,1,1,8,4.0,52.0,124.0,64.17731964519278,4.814156740903854,21.5,0,0.0,1,16.0,13.04435815483157,37,306.0,2022,2
D.Swift,DET,1,1,3,3.0,31.0,-10.0,14.796080713685015,2.504951417446137,21.5,0,0.0,0,41.0,28.66588783723271,37,306.0,2022,2
J.Reynolds,DET,1,1,3,1.0,28.0,41.0,25.07164771924107,1.616822421550751,21.5,1,0.0,1,8.0,7.70209143171087,37,306.0,2022,2
Ja.Williams,DET,1,1,2,1.0,2.0,5.0,9.60429319145964,1.433703660964966,21.5,0,1.0,1,0.0,4.83155436546076,37,306.0,2022,2
T.Hockenson,DET,1,1,7,4.0,38.0,42.0,50.01064704978323,5.227166414260864,21.5,0,1.0,1,23.0,21.80331388478225,37,306.0,2022,2
A.St. Brown,DET,2,2,12,9.0,116.0,86.0,76.96242470099845,7.904534697532652,23.75,1,2.0,3,56.0,35.20198066248122,34,297.0,2022,3
B.Wright,DET,2,2,1,1.0,25.0,15.0,10.146788230721716,0.56822270154953,23.75,0,0.0,0,10.0,4.47640946137835,34,297.0,2022,3
C.Reynolds,DET,2,2,1,1.0,13.0,3.0,4.508007000059188,0.635445356369019,23.75,0,1.0,1,10.0,5.09830823738594,34,297.0,2022,3
D.Swift,DET,2,2,5,2.0,31.0,20.0,25.608487031007115,3.44041445851326,23.75,0,1.0,0,37.0,17.45557604371424,34,297.0,2022,3
J.Reynolds,DET,2,2,3,3.0,38.0,28.0,18.127726140812655,1.823442876338959,23.75,1,1.0,2,10.0,8.31297796766739,34,297.0,2022,3
Ja.Williams,DET,2,2,1,1.0,7.0,5.0,6.354216274094818,0.802119851112366,23.75,0,0.0,0,2.0,3.93926058083889,34,297.0,2022,3
T.Hockenson,DET,2,2,7,3.0,26.0,53.0,58.75888418318987,5.266343295574188,23.75,0,1.0,4,5.0,17.98726897397864,34,297.0,2022,3
A.St. Brown,DET,3,3,9,6.0,73.0,45.0,62.434423566669274,6.727337002754211,22.75,0,0.0,3,54.0,30.808319460156778,37,349.0,2022,4
C.Reynolds,DET,3,3,1,1.0,5.0,-1.0,5.703679255092929,0.860184669494629,22.75,0,0.0,0,6.0,7.96694467987982,37,349.0,2022,4
D.Chark,DET,3,3,6,3.0,46.0,117.0,62.952228581026716,3.428160995244981,22.75,0,1.0,1,4.0,14.622115156293141,37,349.0,2022,4
D.Swift,DET,3,3,4,3.0,15.0,-3.0,22.1843838640565,3.4199917316436768,22.75,0,0.0,0,21.0,25.26825495387311,37,349.0,2022,4
J.Reynolds,DET,3,3,10,6.0,96.0,172.0,103.64779035494941,5.799014508724211,22.75,0,1.0,2,29.0,24.84309287470387,37,349.0,2022,4
Ja.Williams,DET,3,3,2,2.0,20.0,4.0,11.615299825766579,1.6330787539482121,22.75,0,0.0,0,16.0,11.13101065401861,37,349.0,2022,4
K.Raymond,DET,3,3,1,1.0,4.0,1.0,5.617159925846036,0.789155960083008,22.75,0,0.0,0,3.0,6.14364568836754,37,349.0,2022,4
T.Hockenson,DET,3,3,4,3.0,18.0,14.0,21.699658307260663,2.930147588253021,22.75,1,0.0,0,3.0,8.7929567596002,37,349.0,2022,4
C.Reynolds,DET,4,4,1,1.0,12.0,2.0,6.056774202120771,0.825581908226013,25.75,0,0.0,0,10.0,5.35568613611395,39,391.0,2022,5
J.Jackson,DET,4,4,2,2.0,4.0,-8.0,4.928539715305728,1.4696050882339482,25.75,1,0.0,0,12.0,13.6300784726118,39,391.0,2022,5
J.Reynolds,DET,4,4,8,7.0,81.0,79.0,58.506136534546066,5.036425411701202,25.75,3,1.0,2,12.0,24.3697583936446,39,391.0,2022,5
Ja.Williams,DET,4,4,3,1.0,1.0,19.0,26.47826531152174,2.26760172843933,25.75,0,0.0,0,1.0,7.05275578883448,39,391.0,2022,5
K.Raymond,DET,4,4,5,3.0,38.0,101.0,65.02357100821001,2.97789603471756,25.75,0,0.0,2,3.0,16.94316048279871,39,391.0,2022,5
Q.Cephus,DET,4,4,3,2.0,15.0,14.0,19.858952168116684,2.323288440704346,25.75,0,0.0,0,4.0,7.453425351523039,39,391.0,2022,5
T.Hockenson,DET,4,4,12,8.0,179.0,111.0,95.93614436773888,8.084959149360659,25.75,2,0.0,5,109.0,29.80397550298948,39,391.0,2022,5
T.Kennedy,DET,4,4,5,3.0,54.0,73.0,44.301989905815674,2.815258890390395,25.75,0,1.0,1,16.0,11.50996544795635,39,391.0,2022,5
A.St. Brown,DET,5,5,6,4.0,18.0,23.0,31.988359220737287,4.080900490283966,21.75,1,0.0,0,8.0,19.54879677668942,31,272.0,2022,6
C.Reynolds,DET,5,5,3,3.0,68.0,6.0,17.735861725634056,2.197917222976684,21.75,0,0.0,1,62.0,18.92678965247614,31,272.0,2022,6
J.Reynolds,DET,5,5,10,6.0,92.0,116.0,78.77166012138075,5.605046719312668,21.75,1,1.0,1,22.0,28.21152080465254,31,272.0,2022,6
K.Raymond,DET,5,5,7,5.0,45.0,50.0,45.75342946195205,4.565469563007355,21.75,1,1.0,3,23.0,27.93217274268682,31,272.0,2022,6
T.Hockenson,DET,5,5,4,1.0,6.0,46.0,27.540025659950714,2.000605076551437,21.75,1,1.0,1,1.0,3.33608891654876,31,272.0,2022,6
A.St. Brown,DET,7,7,1,1.0,4.0,-3.0,5.330445930975509,0.883786380290985,21.25,0,0.0,0,7.0,9.15121697387076,25,146.0,2022,8
B.Wright,DET,7,7,4,4.0,57.0,9.0,23.101147772187808,3.297409296035766,21.25,0,0.0,1,48.0,21.715168385970166,25,146.0,2022,8
C.Reynolds,DET,7,7,3,3.0,18.0,-6.0,16.81085838032792,2.586875677108765,21.25,0,0.0,0,24.0,26.27014054264871,25,146.0,2022,8
J.Reynolds,DET,7,7,2,1.0,8.0,41.0,19.134561819321462,1.1425512731075291,21.25,0,0.0,0,3.0,4.00980917257402,25,146.0,2022,8
Ja.Williams,DET,7,7,1,1.0,4.0,0.0,5.5418983173956455,0.770097613334656,21.25,0,0.0,0,4.0,7.17320574249607,25,146.0,2022,8
K.Raymond,DET,7,7,6,5.0,75.0,48.0,48.736493794309766,4.257119148969651,21.25,0,0.0,1,32.0,30.392528408039652,25,146.0,2022,8
T.Hockenson,DET,7,7,5,4.0,48.0,39.0,39.48981042461277,3.576750278472901,21.25,0,1.0,3,15.0,16.19007359199895,25,146.0,2022,8
T.Kennedy,DET,7,7,3,2.0,14.0,18.0,23.00220793612801,2.152823805809021,21.25,0,0.0,1,8.0,10.96209628910583,25,146.0,2022,8
A.St. Brown,DET,8,8,10,7.0,69.0,76.0,75.05174660478531,7.245048105716706,24.25,0,1.0,2,28.0,28.60549771897059,37,276.0,2022,9
B.Wright,DET,8,8,1,1.0,6.0,4.0,5.280971499102735,0.646815240383148,24.25,0,1.0,1,2.0,4.79759031262802,37,276.0,2022,9
D.Swift,DET,8,8,5,5.0,27.0,-5.0,26.715014757993988,4.184910655021668,24.25,1,0.0,2,32.0,39.4648105454253,37,276.0,2022,9
J.Goff,DET,8,8,1,1.0,5.0,0.0,4.816395501007018,0.636138796806335,24.25,0,0.0,1,5.0,7.46576442877995,37,276.0,2022,9
J.Mitchell,DET,8,8,1,1.0,14.0,0.0,4.652235884545679,0.748879075050354,24.25,0,0.0,0,14.0,6.53286321624182,37,276.0,2022,9
J.Reynolds,DET,8,8,6,2.0,14.0,79.0,42.452364373650646,3.631099492311478,24.25,1,1.0,1,6.0,8.869905015359109,37,276.0,2022,9
Ja.Williams,DET,8,8,3,3.0,23.0,0.0,17.144525707101092,2.551232755184173,24.25,0,0.0,0,23.0,21.81301758151681,37,276.0,2022,9
K.Raymond,DET,8,8,4,3.0,76.0,81.0,35.720059675315696,2.0642269551754,24.25,1,0.0,0,2.0,13.72646898750828,37,276.0,2022,9
M.Alexander,DET,8,8,1,1.0,7.0,3.0,6.0721579149236184,0.809387981891632,24.25,0,0.0,1,4.0,5.20771681854967,37,276.0,2022,9
T.Hockenson,DET,8,8,4,3.0,80.0,34.0,35.01983658989717,2.945794641971589,24.25,0,0.0,0,53.0,15.83960099131218,37,276.0,2022,9
A.St. Brown,DET,9,9,9,4.0,55.0,81.0,79.37146102464065,6.63814562559128,22.75,0,0.0,3,17.0,17.08388318157814,24,97.0,2022,10
D.Swift,DET,9,9,4,3.0,40.0,10.0,23.065951617682806,3.0983168482780448,22.75,0,1.0,1,34.0,18.58258046183617,24,97.0,2022,10
J.Mitchell,DET,9,9,2,2.0,8.0,5.0,7.434360160355628,1.352227449417114,22.75,1,0.0,1,3.0,5.7537841933954,24,97.0,2022,10
K.Raymond,DET,9,9,3,3.0,17.0,-8.0,16.912708180791135,2.676682114601135,22.75,0,0.0,0,25.0,28.01043962867694,24,97.0,2022,10
S.Zylstra,DET,9,9,1,1.0,1.0,1.0,0.9394524012960704,0.642430126667023,22.75,1,0.0,0,0.0,0.0,24,97.0,2022,10
T.Kennedy,DET,9,9,4,1.0,16.0,13.0,20.923270802329963,2.92992901802063,22.75,1,1.0,1,14.0,5.50771465817525,24,97.0,2022,10
A.St. Brown,DET,10,10,11,10.0,119.0,55.0,76.60308057564464,8.014863073825838,22.75,0,0.0,3,77.0,58.110337078767785,25,129.0,2022,11
